fabric_id,image_name,defect_label,file_path,defect_code,image_exists
1,001-031.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-031.png,0,True
1,001-032.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-032.png,0,True
1,001-033.png,256 256 16 16 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-033.png,2,True
1,001-034.png,256 256 16 16 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-034.png,5,True
1,001-035.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-035.png,0,True
1,001-036.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-036.png,0,True
1,001-037.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-037.png,0,True
1,001-038.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-038.png,0,True
1,001-039.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-039.png,0,True
1,001-040.png,256 256 16 16 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-040.png,2,True
1,001-041.png,256 256 16 16 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-041.png,2,True
1,001-042.png,256 256 16 16 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-042.png,3,True
1,001-043.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-043.png,0,True
1,001-044.png,256 256 16 16 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-044.png,1,True
1,001-045.png,256 256 16 16 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-045.png,1,True
1,001-046.png,256 256 16 16 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-046.png,2,True
1,001-047.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-047.png,0,True
1,001-048.png,256 256 16 16 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-048.png,2,True
1,001-049.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-049.png,0,True
1,001-050.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-050.png,0,True
1,001-051.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-051.png,0,True
1,001-052.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-052.png,0,True
1,001-053.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-053.png,0,True
1,001-054.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-054.png,0,True
1,001-055.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-055.png,0,True
1,001-056.png,256 256 16 16 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-056.png,1,True
1,001-057.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-057.png,0,True
1,001-058.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-058.png,0,True
1,001-059.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-059.png,0,True
1,001-060.png,256 256 16 16 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-060.png,1,True
1,001-061.png,256 256 16 16 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-061.png,3,True
1,001-062.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-062.png,0,True
1,001-063.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-063.png,0,True
1,001-064.png,256 256 16 16 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-064.png,1,True
1,001-065.png,256 256 16 16 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1  0,data/raw/TFD Textile Dataset/001/001-065.png,1,True
1,001-066.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-066.png,0,True
1,001-067.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-067.png,0,True
1,001-068.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-068.png,0,True
1,001-069.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-069.png,0,True
1,001-070.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-070.png,0,True
1,001-071.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-071.png,0,True
1,001-072.png,256 256 16 16 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-072.png,2,True
1,001-073.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-073.png,0,True
1,001-074.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-074.png,0,True
1,001-075.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-075.png,0,True
1,001-076.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-076.png,0,True
1,001-077.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-077.png,0,True
1,001-078.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-078.png,0,True
1,001-079.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-079.png,0,True
1,001-080.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-080.png,0,True
1,001-081.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-081.png,0,True
1,001-082.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-082.png,0,True
1,001-083.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-083.png,0,True
1,001-084.png,256 256 16 16 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-084.png,1,True
1,001-085.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-085.png,0,True
1,001-086.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-086.png,0,True
1,001-087.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-087.png,0,True
1,001-088.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-088.png,0,True
1,001-089.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-089.png,0,True
1,001-090.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-090.png,0,True
1,001-091.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-091.png,0,True
1,001-092.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-092.png,0,True
1,001-093.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-093.png,0,True
1,001-094.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-094.png,0,True
1,001-095.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-095.png,0,True
1,001-096.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-096.png,0,True
1,001-097.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-097.png,0,True
1,001-098.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-098.png,0,True
1,001-099.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-099.png,0,True
1,001-100.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-100.png,0,True
1,001-101.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-101.png,0,True
1,001-102.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-102.png,0,True
1,001-103.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-103.png,0,True
1,001-104.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-104.png,0,True
1,001-105.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-105.png,0,True
1,001-106.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-106.png,0,True
1,001-107.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-107.png,0,True
1,001-108.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-108.png,0,True
1,001-109.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-109.png,0,True
1,001-110.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-110.png,0,True
1,001-111.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-111.png,0,True
1,001-112.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-112.png,0,True
1,001-113.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-113.png,0,True
1,001-114.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-114.png,0,True
1,001-115.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-115.png,0,True
1,001-116.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-116.png,0,True
1,001-117.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-117.png,0,True
1,001-118.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-118.png,0,True
1,001-119.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-119.png,0,True
1,001-120.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-120.png,0,True
1,001-121.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-121.png,0,True
1,001-122.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-122.png,0,True
1,001-123.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-123.png,0,True
1,001-124.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-124.png,0,True
1,001-125.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-125.png,0,True
1,001-126.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-126.png,0,True
1,001-127.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-127.png,0,True
1,001-128.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-128.png,0,True
1,001-129.png,256 256 16 16 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-129.png,1,True
1,001-130.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-130.png,0,True
1,001-131.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-131.png,0,True
1,001-132.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-132.png,0,True
1,001-133.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-133.png,0,True
1,001-134.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-134.png,0,True
1,001-135.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-135.png,0,True
1,001-136.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-136.png,0,True
1,001-137.png,256 256 16 16 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-137.png,2,True
1,001-138.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-138.png,0,True
1,001-139.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-139.png,0,True
1,001-140.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-140.png,0,True
1,001-141.png,256 256 16 16 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-141.png,2,True
1,001-142.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-142.png,0,True
1,001-143.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-143.png,0,True
1,001-144.png,256 256 16 16 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-144.png,2,True
1,001-145.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-145.png,0,True
1,001-146.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-146.png,0,True
1,001-147.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-147.png,0,True
1,001-148.png,256 256 16 16 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-148.png,4,True
1,001-149.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-149.png,0,True
1,001-150.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-150.png,0,True
1,001-151.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-151.png,0,True
1,001-152.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/001/001-152.png,0,True
1,001-153.png,256 256 16 16 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,data/raw/TFD Textile Dataset/001/001-153.png,13,True
1,001-154.png,256 256 16 16 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0  0,data/raw/TFD Textile Dataset/001/001-154.png,4,True
3,003-001.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/003/003-001.png,0,True
3,003-002.png,256 256 16 16 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/003/003-002.png,1,True
3,003-003.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/003/003-003.png,0,True
3,003-004.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/003/003-004.png,0,True
3,003-005.png,256 256 16 16 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/003/003-005.png,1,True
3,003-006.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/003/003-006.png,0,True
3,003-007.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/003/003-007.png,0,True
3,003-008.png,256 256 16 16 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/003/003-008.png,3,True
3,003-009.png,256 256 16 16 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/003/003-009.png,2,True
3,003-010.png,256 256 16 16 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/003/003-010.png,1,True
3,003-011.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/003/003-011.png,0,True
3,003-012.png,256 256 16 16 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/003/003-012.png,1,True
3,003-013.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/003/003-013.png,0,True
3,003-014.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/003/003-014.png,0,True
3,003-015.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/003/003-015.png,0,True
3,003-016.png,256 256 16 16 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/003/003-016.png,1,True
3,003-017.png,256 256 16 16 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/003/003-017.png,4,True
3,003-018.png,256 256 16 16 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/003/003-018.png,2,True
3,003-019.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/003/003-019.png,0,True
3,003-020.png,256 256 16 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0,data/raw/TFD Textile Dataset/003/003-020.png,0,True
