True Label,Predicted Label,Confidence
0,0,0.4866666666666667
2,0,0.4866666666666667
15,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
2,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
2,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
1,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
48,0,0.4866666666666667
16,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
2,0,0.4866666666666667
16,0,0.4866666666666667
0,0,0.4866666666666667
1,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
5,0,0.4866666666666667
0,0,0.4866666666666667
2,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
9,0,0.4866666666666667
0,0,0.4866666666666667
14,0,0.4866666666666667
0,0,0.4866666666666667
6,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
4,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
32,0,0.4866666666666667
47,0,0.4866666666666667
0,0,0.4866666666666667
10,0,0.4866666666666667
19,0,0.4866666666666667
29,0,0.4866666666666667
0,0,0.4866666666666667
7,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
1,0,0.4866666666666667
0,0,0.4866666666666667
16,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
64,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
32,0,0.4866666666666667
0,0,0.4866666666666667
16,0,0.4866666666666667
0,0,0.4866666666666667
23,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
39,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
1,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
53,0,0.4866666666666667
2,0,0.4866666666666667
29,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
2,0,0.4866666666666667
3,0,0.4866666666666667
8,0,0.4866666666666667
1,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
1,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
24,0,0.4866666666666667
0,0,0.4866666666666667
16,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
4,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
56,0,0.4866666666666667
0,0,0.4866666666666667
1,0,0.4866666666666667
2,0,0.4866666666666667
0,0,0.4866666666666667
25,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
32,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
16,0,0.4866666666666667
0,0,0.4866666666666667
3,0,0.4866666666666667
0,0,0.4866666666666667
4,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
2,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
12,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
16,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
3,0,0.4866666666666667
0,0,0.4866666666666667
11,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
3,0,0.4866666666666667
0,0,0.4866666666666667
22,0,0.4866666666666667
0,0,0.49333333333333335
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
4,0,0.4866666666666667
0,0,0.4866666666666667
13,0,0.4866666666666667
0,0,0.4866666666666667
19,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
6,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
32,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
0,0,0.4866666666666667
